nct_id,indication_raw,indication_group
NCT01806675,Breast Cancer,Breast Cancer
NCT01806675,Non-Small Cell Lung Cancer,NSCLC
NCT01806675,Breast Cancer,Breast Cancer
NCT01806675,Non-Small Cell Lung Cancer,NSCLC
NCT01806675,Breast Cancer,Breast Cancer
NCT01806675,Breast Cancer,Breast Cancer
NCT01806675,Non-Small Cell Lung Cancer,NSCLC
NCT01806675,Pancreatic Cancer,Pancreatic Cancer
NCT01806675,Renal Cell Carcinoma,Other
NCT01806675,Colon Carcinoma,Other
NCT01806675,Rectal Carcinoma,Other
NCT01806675,Salivary Gland Cancer,Other
NCT01806675,Colon Carcinoma,Other
NCT01806675,Salivary Gland Cancer,Other
NCT01806675,Salivary Gland Cancer,Other
NCT01806675,Lip and Oral Cavity Cancer,Other
NCT01806675,Solid Tumors,Solid Tumors (NOS)
NCT01806675,Glioblastoma,Other
NCT01806675,Glioblastoma,Other
NCT01806675,Gliosarcoma,Other
NCT01806675,Male Breast Cancer,Other
NCT01806675,Head and Neck Squamous Cell Carcinoma,Head & Neck Cancer
NCT01806675,Lip and Oral Cavity Cancer,Other
NCT01806675,Central Nervous System Neoplasm,Other
NCT01806675,Skin Basal Cell Carcinoma,Other
NCT01806675,Colon Carcinoma,Other
NCT01806675,Recurrent Esthesioneuroblastoma of the Paranasal Sinus and Nasal Cavity,Other
NCT01806675,Hypopharyngeal Cancer,Other
NCT01806675,Epithelial Neoplasm,Ovarian Cancer
NCT01806675,Laryngeal Cancer,Other
NCT01806675,Lip and Oral Cavity Cancer,Other
NCT01783522,Chemotherapeutic Agent Toxicity,Other
NCT01783522,Multiple Myeloma,Multiple Myeloma
NCT01783522,Peripheral Neuropathy,Other
NCT01790737,Multiple Myeloma,Multiple Myeloma
NCT01859819,Diffuse Large B-Cell Lymphoma,Lymphoma
NCT01859819,Burkitt Lymphoma,Other
NCT01859819,High Grade B-Cell Lymphoma,Other
NCT01738451,Cancer,Other
NCT01740271,Breast Neoplasm,Breast Cancer
NCT01759810,Glioblastoma,Other
NCT01729338,Multiple Myeloma,Multiple Myeloma
NCT01763606,Cancer Patients First-ever Acute Ischemic Stroke,Other
NCT01659021,Chronic Lymphocytic Leukemia,Other
NCT01764880,Multiple Myeloma,Multiple Myeloma
NCT02724267,Internal Radiation,Other
NCT02724267,Hepatocellular Carcinoma,Other
NCT01680965,Chronic Graft Versus Host Disease,Other
NCT01585350,Male Reproductive System Neoplasm,Other
NCT01671774,Gastric Cancer,Gastric Cancer
NCT01671774,Gastroesophageal Junction Cancer,Gastric Cancer
NCT01671774,Esophageal Cancer,Other
NCT01633060,Brain Metastasis,Other
NCT01617226,Acute Myeloid Leukemia,AML
NCT01746992,Anaplastic Large Cell Lymphoma,Other
NCT01746992,"Peripheral T-Cell Lymphoma, Not Otherwise Specified",Other
NCT01746992,"Follicular Helper T-Cell Lymphoma, Angioimmunoblastic-Type",Other
NCT01746992,Enteropathy-Associated T-Cell Lymphoma,Other
NCT01746992,T-Cell Non-Hodgkin Lymphoma,Other
NCT01746992,Primary Cutaneous T-Cell Non-Hodgkin Lymphoma,Other
NCT01728623,Thyroid Cancer,Other
NCT01663415,Castration-Resistant Prostate Carcinoma,Other
NCT01634880,Head and Neck Neoplasm,Head & Neck Cancer
NCT01752257,Male Reproductive System Neoplasm,Other
NCT01929980,Allogeneic Stem Cell Transplantation,Other
NCT01929980,Refractory Autoimmune Cytopenia(s),Other
NCT01611766,Ovarian Cancer,Ovarian Cancer
NCT01611766,Fallopian Tube Cancer,Other
NCT01611766,Primary Peritoneal Cancer,Other
NCT01607580,Leukemia,Leukemia
NCT01693445,Digestive System Neoplasm,Pancreatic Cancer
NCT01531387,Sickle Cell Disease,Other
NCT01583816,Actinic Keratosis,Other
NCT01596647,Solid Tumors,Solid Tumors (NOS)
NCT01570868,Leukemia,Leukemia
NCT01655719,Thyroid Cancers That Contain the PAX8-PPARgamma Fusion Gene,Other
NCT01572662,Leukemia,Leukemia
NCT01572662,Acute Myeloid Leukemia,AML
NCT01572662,Acute Lymphoblastic Leukemia,Leukemia
NCT01572662,Chronic Myeloid Leukemia,Other
NCT01572662,Chronic Lymphocytic Leukemia,Other
NCT01572662,Myeloproliferative Neoplasm,Hematologic Malignancies
NCT01572662,Non-Hodgkin Lymphoma,Lymphoma
NCT01572662,Hodgkin Lymphoma,Lymphoma
NCT01572662,Multiple Myeloma,Multiple Myeloma
NCT01572662,Myelodysplastic Syndrome,Hematologic Malignancies
NCT01334502,Hematology,Hematologic Malignancies
NCT01516996,Oropharyngeal Cancer,Other
NCT01516996,Hypopharyngeal Cancer,Other
NCT01554254,Cord Blood Transplant,Other
NCT01554254,Hematology,Hematologic Malignancies
NCT01554254,Inherited Metabolic Disease,Other
NCT01886066,Endometrial Cancer,Other
NCT01886066,Sentinel Lymph Node,Other
NCT01886066,Indocyanine Green,Other
NCT01876043,Dedifferentiated Liposarcoma,Other
NCT01527136,Solid Tumors,Solid Tumors (NOS)
NCT01542437,Non-Small Cell Lung Cancer,NSCLC
NCT01542437,Lung Adenocarcinoma,Other
NCT01542437,HER-2,Other
NCT01620736,Adult T-Cell Leukemia/Lymphoma,Other
NCT03364439,Diffuse Large B-Cell Lymphoma,Lymphoma
NCT01428492,Multiple Myeloma,Multiple Myeloma
NCT01469572,Neuroendocrine Tumors,Other
NCT01481129,Diffuse Large B-Cell Lymphoma,Lymphoma
NCT01510756,Chronic Lymphocytic Leukemia,Other
NCT01468389,Gastric Cancer,Gastric Cancer
NCT01339442,Hormone Receptor-Positive Breast Cancer,Other
NCT01339442,Breast Cancer,Breast Cancer
NCT01339442,Breast Cancer,Breast Cancer
NCT03117335,Non-Small Cell Lung Cancer,NSCLC
NCT01460979,Female Reproductive System Neoplasm,Other
NCT01460979,Female Reproductive System Neoplasm,Other
NCT01460979,Female Reproductive System Neoplasm,Other
NCT01460979,Female Reproductive System Neoplasm,Other
NCT01431664,Leukemia,Leukemia
NCT01394120,Pancreatic Cancer,Pancreatic Cancer
NCT01429051,Break Through Pain,Other
NCT01429051,Cancer,Other
NCT02043756,Neoplasms,Other
NCT00816959,Hodgkin Lymphoma,Lymphoma
NCT01232296,Hepatocellular Carcinoma,Other
NCT01384253,Breast Neoplasm,Breast Cancer
NCT01384253,Peritoneal and Retroperitoneal Neoplasm,Other
NCT01384253,Female Reproductive System Neoplasm,Other
NCT01384253,Pancreatic Cancer,Pancreatic Cancer
NCT01384253,Digestive System Neoplasm,Pancreatic Cancer
NCT01362374,Neoplasms,Other
NCT01430013,T-Cell Non-Hodgkin Lymphoma,Other
NCT01328496,Hematology,Hematologic Malignancies
NCT01328496,Epithelial Neoplasm,Ovarian Cancer
NCT01328496,Hematology,Hematologic Malignancies
NCT01382706,Bladder Cancer,Other
NCT01382706,Bladder Cancer,Other
NCT01382706,Bladder Cancer,Other
NCT01382706,Urothelial Carcinoma,Other
NCT01639625,Cervical Cancer,Other
NCT01639625,Cervical Cancer,Other
NCT01074177,Non-Small Cell Lung Cancer,NSCLC
NCT01074177,Lung Adenocarcinoma,Other
NCT01191697,Esophageal Cancer,Other
NCT01191697,Gastric Cancer,Gastric Cancer
NCT01320020,Epithelial Neoplasm,Ovarian Cancer
NCT01409499,Hepatectomy,Other
NCT01409499,Hepatocellular Carcinoma,Other
NCT01409499,Sorafenib,Other
NCT01558947,Gastric Cancer,Gastric Cancer
NCT01156142,Head and Neck Neoplasm,Head & Neck Cancer
NCT01156142,Mucositis,Other
NCT01156142,Oral Complications of Radiation Therapy,Other
NCT01156142,Connective and Soft Tissue Neoplasm,Other
NCT01251172,Multiple Myeloma,Multiple Myeloma
NCT01251172,Multiple Myeloma,Multiple Myeloma
NCT01251172,Multiple Myeloma,Multiple Myeloma
NCT01251172,Multiple Myeloma,Multiple Myeloma
NCT01260506,Glioblastoma,Other
NCT01308645,Hepatocellular Carcinoma,Other
NCT05167370,Solid Tumors,Solid Tumors (NOS)
NCT05167370,Central Nervous System Neoplasm,Other
NCT01238770,Ovarian Cancer,Ovarian Cancer
NCT01242449,Breast Cancer,Breast Cancer
NCT01222754,Diffuse Intrinsic Pontine Glioma,Other
NCT01222754,Anaplastic Astrocytoma,Other
NCT01222754,High-Grade Glioma,Other
NCT01217437,Central Nervous System Neoplasm,Other
NCT01217437,Pineoblastoma,Other
NCT01217437,Medulloblastoma,Other
NCT01217437,Peripheral Primitive Neuroectodermal Tumor,Other
NCT01217437,Medulloblastoma,Other
NCT01217437,Peripheral Primitive Neuroectodermal Tumor,Other
NCT01195376,Solid Tumors,Solid Tumors (NOS)
NCT01240577,Neoplasms,Other
NCT01240577,Hematology,Hematologic Malignancies
NCT01197625,Prostate Cancer,Prostate Cancer
NCT01226407,Solid Tumors,Solid Tumors (NOS)
NCT01271920,HER2-Positive Breast Cancer,Other
NCT01370876,Head and Neck Neoplasm,Head & Neck Cancer
NCT01370876,Head and Neck Neoplasm,Head & Neck Cancer
NCT02225652,Breast Cancer,Breast Cancer
NCT02817555,Anemia,Other
NCT02817555,Chronic Kidney Disease,Other
NCT01270724,Central Nervous System Neoplasm,Other
NCT01718379,Myelodysplastic Syndrome,Hematologic Malignancies
NCT00829413,Liver Cancer,Other
NCT01091454,Triple-Negative Breast Cancer,Other
NCT01138163,Non-Small Cell Lung Cancer,NSCLC
NCT01146574,Anemia,Other
NCT01159028,Acute Myeloid Leukemia,AML
NCT01159028,Acute Lymphoblastic Leukemia,Leukemia
NCT01159028,Myelodysplastic Syndrome,Hematologic Malignancies
NCT01159028,Myeloid Neoplasm,Other
NCT01208194,Colorectal Cancer,Colorectal Cancer
NCT01323933,Neoplasms,Other
NCT01369121,Brain Edema,Other
NCT01369121,Central Nervous System Neoplasm,Other
NCT01094860,Leukemia,Leukemia
NCT01209208,Lymphocytic Colitis,Other
NCT01110785,Colorectal Cancer,Colorectal Cancer
NCT01077453,"Healthy, no Evidence of Disease",Other
NCT01077453,Breast Cancer,Breast Cancer
NCT01118975,Breast Cancer,Breast Cancer
NCT01118975,Neoplasm Metastasis,Other
NCT01042522,Female Reproductive System Neoplasm,Other
NCT01042522,Female Reproductive System Neoplasm,Other
NCT01042522,Female Reproductive System Neoplasm,Other
NCT01042522,Female Reproductive System Neoplasm,Other
NCT01042522,Ovarian Sex Cord-Stromal Tumor,Other
NCT01042522,Female Reproductive System Neoplasm,Other
NCT01042522,Female Reproductive System Neoplasm,Other
NCT01216436,Metastatic Melanoma,Other
NCT01246427,Breast Cancer,Breast Cancer
NCT01024920,Non-Clear Cell Renal Cell Carcinoma,Other
NCT01059552,Non-Small Cell Lung Cancer,NSCLC
NCT01183494,Colorectal Cancer,Colorectal Cancer
NCT01013740,Cancer,Other
NCT01019382,Pancreatic Cancer,Pancreatic Cancer
NCT00788697,Liver Cancer,Other
NCT00982436,Head and Neck Neoplasm,Head & Neck Cancer
NCT01160484,Multiple Myeloma,Multiple Myeloma
NCT00952289,Myeloproliferative Neoplasm,Hematologic Malignancies
NCT00838513,Atypical Hemolytic Uremic Syndrome,Other
NCT00927589,Epithelial Neoplasm,Ovarian Cancer
NCT00933374,Bladder Cancer,Other
NCT00961896,Skin Basal Cell Carcinoma,Other
NCT00962507,Hematology,Hematologic Malignancies
NCT00962507,Plasma Cell Neoplasm,Other
NCT05278728,Colorectal Cancer,Colorectal Cancer
NCT00918723,Small Lymphocytic Lymphoma,Other
NCT00918723,Chronic Lymphocytic Leukemia,Other
NCT00918723,Small Lymphocytic Lymphoma,Other
NCT00918723,Chronic Lymphocytic Leukemia,Other
NCT00918723,Small Lymphocytic Lymphoma,Other
NCT00918723,Chronic Lymphocytic Leukemia,Other
NCT00918723,Small Lymphocytic Lymphoma,Other
NCT00918723,Chronic Lymphocytic Leukemia,Other
NCT00918723,Chronic Lymphocytic Leukemia,Other
NCT00940784,Polycythemia Vera,Other
NCT01528501,Gastric Cancer,Gastric Cancer
NCT00807170,Non-Small Cell Lung Cancer,NSCLC
NCT00911326,Head and Neck Squamous Cell Carcinoma,Head & Neck Cancer
NCT01449344,Mantle Cell Lymphoma,Other
NCT00833040,Cancer,Other
NCT00833040,Connective and Soft Tissue Neoplasm,Other
NCT00868478,Chronic Lymphocytic Leukemia,Other
NCT01729663,Skin Melanoma,Other
NCT00858429,Liver Cancer,Other
NCT00858429,Anal Cancer,Other
NCT00723398,Breast Cancer,Breast Cancer
NCT00866177,Skin Melanoma,Other
NCT00866177,Skin Melanoma,Other
NCT00866177,Skin Melanoma,Other
NCT00867061,Myelodysplastic Syndrome,Hematologic Malignancies
NCT00931450,Breast Cancer,Breast Cancer
NCT01775423,Solid Tumors,Solid Tumors (NOS)
NCT00821886,Breast Cancer,Breast Cancer
NCT00832819,Non-Small Cell Lung Cancer,NSCLC
NCT00846508,Cervical Cancer,Other
NCT01227408,Breast Cancer,Breast Cancer
NCT00923247,Thyroid Gland Medullary Carcinoma,Other
NCT00841555,Anaplastic Astrocytoma,Other
NCT00850785,Non-Small Cell Lung Cancer,NSCLC
NCT00807872,Primary Amyloidosis,Other
NCT00828841,Non-Small Cell Lung Cancer,NSCLC
NCT00832520,Digestive System Neoplasm,Pancreatic Cancer
NCT00906750,Cancer,Other
NCT00729833,Digestive System Neoplasm,Pancreatic Cancer
NCT00729833,Solid Tumors,Solid Tumors (NOS)
NCT00860600,Essential Thrombocythemia,Other
NCT00882973,Pancreatic Cancer,Pancreatic Cancer
NCT01198392,Gastric Cancer,Gastric Cancer
NCT00750841,Solid Tumors,Solid Tumors (NOS)
NCT00733850,Pancreatic Cancer,Pancreatic Cancer
NCT00764517,B-Cell Non-Hodgkin Lymphoma,Other
NCT00764517,Chronic Lymphocytic Leukemia,Other
NCT00764517,Non-Hodgkin Lymphoma,Lymphoma
NCT00764517,B-Cell Non-Hodgkin Lymphoma,Other
NCT00786812,Chronic Myeloid Leukemia,Other
NCT00669565,Breast Cancer,Breast Cancer
NCT00738764,Cancer,Other
NCT00906360,Head and Neck Squamous Cell Carcinoma,Head & Neck Cancer
NCT00906360,Carcinoma of Unknown Primary,Other
NCT00906360,Salivary Gland Cancer,Other
NCT00906360,Hypopharyngeal Cancer,Other
NCT00906360,Laryngeal Cancer,Other
NCT00906360,Lip and Oral Cavity Cancer,Other
NCT00906360,Epithelial Neoplasm,Ovarian Cancer
NCT00906360,Oropharyngeal Cancer,Other
NCT00906360,Head and Neck Squamous Cell Carcinoma,Head & Neck Cancer
NCT00906360,Laryngeal Cancer,Other
NCT00906360,Lip and Oral Cavity Cancer,Other
NCT00906360,Salivary Gland Cancer,Other
NCT00906360,Salivary Gland Cancer,Other
NCT00906360,Hypopharyngeal Cancer,Other
NCT00906360,Laryngeal Cancer,Other
NCT00906360,Lip and Oral Cavity Cancer,Other
NCT00906360,Nasopharyngeal Cancer,Other
NCT00906360,Oropharyngeal Cancer,Other
NCT00906360,Head and Neck Squamous Cell Carcinoma,Head & Neck Cancer
NCT00906360,Laryngeal Cancer,Other
NCT00906360,Lip and Oral Cavity Cancer,Other
NCT00906360,Salivary Gland Cancer,Other
NCT00906360,Hypopharyngeal Cancer,Other
NCT00906360,Laryngeal Cancer,Other
NCT00906360,Lip and Oral Cavity Cancer,Other
NCT00906360,Head and Neck Squamous Cell Carcinoma,Head & Neck Cancer
NCT00906360,Oropharyngeal Cancer,Other
NCT00906360,Head and Neck Squamous Cell Carcinoma,Head & Neck Cancer
NCT00906360,Laryngeal Cancer,Other
NCT00906360,Lip and Oral Cavity Cancer,Other
NCT00906360,Lip and Oral Cavity Cancer,Other
NCT00906360,Epithelial Neoplasm,Ovarian Cancer
NCT00722293,Breast Neoplasm,Breast Cancer
NCT00642967,Anemia,Other
NCT00684996,Renal Cell Carcinoma,Other
NCT00684996,Renal Cell Carcinoma,Other
NCT00684996,Renal Cell Carcinoma,Other
NCT00684996,Renal Cell Carcinoma,Other
NCT00691054,Pancreatic Cancer,Pancreatic Cancer
NCT00698009,Kidney Wilms Tumor,Other
NCT00702494,Solid Tumors,Solid Tumors (NOS)
NCT00715793,Malignant Melanoma,Other
NCT01922492,Digestive System Neoplasm,Pancreatic Cancer
NCT00666081,Cancer,Other
NCT00677144,Digestive System Neoplasm,Pancreatic Cancer
NCT00629057,Androgen-insensitive Prostate Cancer,Other
NCT00634894,Ovarian Cancer,Ovarian Cancer
NCT00634894,Fallopian Tube Cancer,Other
NCT00634894,Peritoneal and Retroperitoneal Neoplasm,Other
NCT01442909,Non-Small Cell Lung Cancer,NSCLC
NCT00615589,Multiple Myeloma,Multiple Myeloma
NCT00615589,Plasma Cell Leukemia,Other
NCT00624182,Bile Duct Cancer,Other
NCT00602030,Non-Small Cell Lung Cancer,NSCLC
NCT00602030,Non-Small Cell Lung Cancer,NSCLC
NCT00761085,Sickle Cell Disease,Other
NCT00357760,Renal Cell Carcinoma,Other
NCT00573755,Breast Cancer,Breast Cancer
NCT00585845,Malignant Epithelial Mesothelioma,Other
NCT00585845,Pancreatic Cancer,Pancreatic Cancer
NCT00585845,Non-Small Cell Lung Cancer,NSCLC
NCT00585845,Adenocarcinoma of the Ovaries,Other
NCT00613743,Cancer,Other
NCT00613743,Mucositis,Other
NCT00467051,Ovarian Germ Cell Tumor,Other
NCT00467051,Testicular Germ Cell Cancer,Other
NCT00467051,Ovarian Cancer,Ovarian Cancer
NCT00467051,Ovarian Germ Cell Tumor,Other
NCT00467051,Ovarian Germ Cell Tumor,Other
NCT00467051,Germ Cell Tumor,Other
NCT00467051,Testicular Germ Cell Cancer,Other
NCT00467051,Ovarian Germ Cell Tumor,Other
NCT00467051,Testicular Non-Seminomatous Germ Cell Tumor,Other
NCT00467051,Testicular Non-Seminomatous Germ Cell Tumor,Other
NCT00467051,Testicular Germ Cell Cancer,Other
NCT00467051,Testicular Germ Cell Cancer,Other
NCT00467051,Testicular Non-Seminomatous Germ Cell Tumor,Other
NCT00467051,Testicular Non-Seminomatous Germ Cell Tumor,Other
NCT00467051,Germ Cell Tumor,Other
NCT00467051,Germ Cell Tumor,Other
NCT00431704,Brain Metastasis,Other
NCT00471445,Neurotoxicity,Other
NCT00471445,Connective and Soft Tissue Neoplasm,Other
NCT00471445,Peripheral Neuropathy,Other
NCT00471445,Solid Tumors,Solid Tumors (NOS)
NCT00502307,Non-Clear Cell Renal Cell Carcinoma,Other
NCT00557609,Renal Cell Carcinoma,Other
NCT00557609,Alveolar Soft Part Sarcoma,Other
NCT00557609,Clear Cell Sarcoma,Other
NCT00526799,Ovarian Cancer,Ovarian Cancer
NCT00527930,Breast Neoplasm,Breast Cancer
NCT00531401,Non-Small Cell Lung Cancer,NSCLC
NCT00954135,Breast Cancer,Breast Cancer
NCT00446069,Connective and Soft Tissue Neoplasm,Other
NCT00446069,Cancer,Other
NCT00471276,Breast Neoplasm,Breast Cancer
NCT00849186,Kidney Cancer,Other
NCT01268163,Cancer,Other
NCT01706627,Advanced Stage Cancer,Other
NCT00565656,Myelodysplastic Syndrome,Hematologic Malignancies
NCT00372905,Hematology,Hematologic Malignancies
NCT00429182,Breast Cancer,Breast Cancer
NCT00429182,Breast Cancer,Breast Cancer
NCT00429182,Breast Cancer,Breast Cancer
NCT00469859,Leukemia,Leukemia
NCT00474669,Ovarian Cancer,Ovarian Cancer
NCT00925314,Uveal Melanoma,Other
NCT00925314,Uveal Melanoma,Other
NCT00498407,Colorectal Cancer,Colorectal Cancer
NCT00498407,Colorectal Cancer,Colorectal Cancer
NCT00653848,Prostate Cancer,Prostate Cancer
NCT00466843,Myelodysplastic Syndrome,Hematologic Malignancies
NCT00568815,Hematology,Hematologic Malignancies
NCT00598091,Solid Tumors,Solid Tumors (NOS)
NCT00598091,Pancreatic Cancer,Pancreatic Cancer
NCT00620295,Breast Cancer,Breast Cancer
NCT00620295,Colorectal Cancer,Colorectal Cancer
NCT00620295,Head and Neck Neoplasm,Head & Neck Cancer
NCT00620295,Kidney Cancer,Other
NCT00620295,Thoracic Neoplasm,NSCLC
NCT00620295,Ovarian Cancer,Ovarian Cancer
NCT00620295,Pancreatic Cancer,Pancreatic Cancer
NCT00620295,Prostate Cancer,Prostate Cancer
NCT00620295,Sarcoma,Other
NCT00723216,Abdominal Neoplasms,Other
NCT00432562,Breast Cancer,Breast Cancer
NCT00432562,Non-Small Cell Lung Cancer,NSCLC
NCT00432562,Non-Hodgkin Lymphoma,Lymphoma
NCT00444535,Breast Neoplasm,Breast Cancer
NCT00085098,Central Nervous System Neoplasm,Other
NCT00085098,Central Nervous System Neoplasm,Other
NCT00406302,Non-Small Cell Lung Cancer,NSCLC
NCT00434330,Anemia,Other
NCT00434330,Chronic Kidney Disease,Other
NCT00434330,Chronic Renal Failure,Other
NCT00434473,Sickle Cell Disease,Other
NCT00434473,Vaso-occlusive Crisis,Other
NCT00434473,Acute Chest Syndrome,Other
NCT00733889,Esophageal Cancer,Other
NCT00382733,Tumors,Other
NCT00398281,Prostate Cancer,Prostate Cancer
NCT00551512,Cancer,Other
NCT00551512,Solid Tumors,Solid Tumors (NOS)
NCT00625937,Head and Neck Neoplasm,Head & Neck Cancer
NCT00411138,Endometrial Cancer,Other
NCT00373373,Acute Myeloid Leukemia,AML
NCT00418093,Ovarian Cancer,Ovarian Cancer
NCT00418093,Fallopian Tube Cancer,Other
NCT00418093,Primary Peritoneal Cancer,Other
NCT00368121,Multiple Myeloma,Multiple Myeloma
NCT00463073,High-Grade Glioma,Other
NCT00743067,Solid Tumors,Solid Tumors (NOS)
NCT00345163,Glioblastoma,Other
NCT00381875,Nonneoplastic Condition,Other
NCT00330915,Digestive System Neoplasm,Pancreatic Cancer
NCT00336856,Colon Carcinoma,Other
NCT00336856,Rectal Carcinoma,Other
NCT00339131,Adrenal Gland Pheochromocytoma,Other
NCT00339131,Paraganglioma,Other
NCT00339131,Neuroendocrine Tumors,Other
NCT00387205,Non-Clear Cell Renal Cell Carcinoma,Other
NCT00307723,Pancreatic Cancer,Pancreatic Cancer
NCT00307723,Pancreatic Cancer,Pancreatic Cancer
NCT00316875,Breast Cancer,Breast Cancer
NCT00352755,Peritoneal and Retroperitoneal Neoplasm,Other
NCT00319748,Breast Cancer,Breast Cancer
NCT00319748,Ovarian Cancer,Ovarian Cancer
NCT00319748,Endometrial Cancer,Other
NCT00319748,Cervical Cancer,Other
NCT00454324,Small Cell Lung Cancer,Other
NCT00508807,Leukemia,Leukemia
NCT00508807,Solid Tumors,Solid Tumors (NOS)
NCT01087424,Diffuse Large B-Cell Lymphoma,Lymphoma
NCT00321100,Digestive System Neoplasm,Pancreatic Cancer
NCT00319839,Head and Neck Neoplasm,Head & Neck Cancer
NCT00420485,Solid Tumors,Solid Tumors (NOS)
NCT00446290,Gastric Cancer,Gastric Cancer
NCT00458796,Breast Cancer,Breast Cancer
NCT00458796,Hypercalcemia of Malignancy,Other
NCT00458796,Anal Cancer,Other
NCT00458796,Musculoskeletal Complications,Other
NCT00458796,Connective and Soft Tissue Neoplasm,Other
NCT00406978,Multiple Myeloma,Multiple Myeloma
NCT00303082,Bacterial Vaginosis,Other
NCT00303082,Premature Birth,Other
NCT00303082,Sepsis,Other
NCT00303082,Periventricular Leukomalacia,Other
NCT00303082,Bronchopulmonary Dysplasia,Other
NCT00303953,Burkitt Lymphoma,Other
NCT00303953,Diffuse Large B-Cell Lymphoma,Lymphoma
NCT00389922,Solid Tumors,Solid Tumors (NOS)
NCT00543231,Tumors,Other
NCT00861419,Solid Tumors,Solid Tumors (NOS)
NCT00174369,Non-Small Cell Lung Cancer,NSCLC
NCT00237575,Bladder Cancer,Other
NCT01058538,Solid Tumors,Solid Tumors (NOS)
NCT03362684,Colorectal Cancer,Colorectal Cancer
NCT00240682,Skin Neoplasm,Other
NCT00240682,Epithelial Neoplasm,Ovarian Cancer
NCT00310050,Pancreatic Cancer,Pancreatic Cancer
NCT02013817,Chronic Lymphocytic Leukemia,Other
NCT00121225,Uveal Melanoma,Other
NCT00121225,Eye Neoplasm,Other
NCT00121225,Uveal Melanoma,Other
NCT00121225,Uveal Melanoma,Other
NCT00121225,Eye Neoplasm,Other
NCT00121225,Skin Melanoma,Other
NCT00121225,Skin Melanoma,Other
NCT00247507,Anemia,Other
NCT00247507,Atherosclerosis,Other
NCT00247507,End-Stage Renal Disease,Other
NCT00247507,Oxidative Stress,Other
NCT00247507,Pro-Inflammation,Other
NCT00248404,Tumors,Other
NCT00250419,Cancers Expressing HER-2 and/or CEA,Other
NCT00288925,Pancreatic Cancer,Pancreatic Cancer
NCT00376740,Breast Cancer,Breast Cancer
NCT00532285,Breast Cancer,Breast Cancer
NCT00129571,Cancer,Other
NCT00207077,Neoplasms,Other
NCT00361088,Multiple Myeloma,Multiple Myeloma
NCT02182050,Non-Small Cell Lung Cancer,NSCLC
NCT00100945,Esophageal Cancer,Other
NCT00125749,Male Reproductive System Neoplasm,Other
NCT00125749,Neoplasm Metastasis,Other
NCT00138177,Solid Tumors,Solid Tumors (NOS)
NCT00138177,Colon Carcinoma,Other
NCT00138177,Rectal Carcinoma,Other
NCT00138177,Colon Carcinoma,Other
NCT00138177,Rectal Carcinoma,Other
NCT00138177,Colon Carcinoma,Other
NCT00138177,Rectal Carcinoma,Other
NCT00176748,Thyroid Cancer,Other
NCT00196820,Breast Cancer,Breast Cancer
NCT00271804,Myelodysplastic Syndrome,Hematologic Malignancies
NCT00398554,Hematology,Hematologic Malignancies
NCT00544986,Breast Cancer,Breast Cancer
NCT00217711,Colorectal Cancer,Colorectal Cancer
NCT00295971,Congenital Amegakaryocytic Thrombocytopenia,Other
NCT00295971,Leukemia,Leukemia
NCT00295971,Myelodysplastic Syndrome,Hematologic Malignancies
NCT00295971,Severe Congenital Neutropenia,Other
NCT00083083,Thoracic Neoplasm,NSCLC
NCT00101270,Burkitt Lymphoma,Other
NCT00101270,Germ Cell Tumor,Other
NCT00101270,Diffuse Large B-Cell Lymphoma,Lymphoma
NCT00101270,Diffuse Large B-Cell Lymphoma,Lymphoma
NCT00101270,Diffuse Large B-Cell Lymphoma,Lymphoma
NCT00101270,Glioma,Other
NCT00101270,Glioma,Other
NCT00101270,Glioma,Other
NCT00101270,Ependymoma,Other
NCT00101270,Diffuse Large B-Cell Lymphoma,Lymphoma
NCT00101270,Recurrent Childhood Large Cell Lymphoma,Other
NCT00101270,Liver Cancer,Other
NCT00101270,Non-Hodgkin Lymphoma,Lymphoma
NCT00101270,Germ Cell Tumor,Other
NCT00101270,Medulloblastoma,Other
NCT00101270,Rhabdomyosarcoma,Other
NCT00101270,B-Cell Non-Hodgkin Lymphoma,Other
NCT00101270,Soft Tissue Sarcoma,Other
NCT00101270,Central Nervous System Embryonal Tumor,Other
NCT00101270,Glioma,Other
NCT00101270,Colon Carcinoma,Other
NCT00101270,Connective and Soft Tissue Neoplasm,Other
NCT00101270,Skin Melanoma,Other
NCT00101270,Nasopharyngeal Cancer,Other
NCT00101270,Recurrent Neuroblastoma,Other
NCT00101270,Osteosarcoma,Other
NCT00101270,Kidney Wilms Tumor,Other
NCT00101270,Hodgkin Lymphoma,Lymphoma
NCT00101270,Solid Tumors,Solid Tumors (NOS)
NCT00106262,Cervical Cancer,Other
NCT00121602,Anemia,Other
NCT00121602,Kidney Disease,Other
NCT00191854,Breast Cancer,Breast Cancer
NCT00102791,Sickle Cell Disease,Other
NCT00142415,Renal Cell Carcinoma,Other
NCT00806923,Lung Non-Squamous Non-Small Cell Carcinoma,Other
NCT00147901,Chronic Lymphocytic Leukemia,Other
NCT00457743,Gastrointestinal Stromal Tumor,Other
NCT00874978,Myelodysplastic Syndrome,Hematologic Malignancies
NCT00216437,Liver Cancer,Other
NCT00041262,Esophageal Cancer,Other
NCT00096135,Leukemia,Leukemia
NCT00155259,Breast Cancer,Breast Cancer
NCT00088556,Non-Small Cell Lung Cancer,NSCLC
